date,ETF01,ETF02,ETF03,ETF04,ETF05,ETF06
2017-01-05,0.023799972103293102,0.01168515011229312,0.01306277033349424,4.824699667560495e-18,0.0766381354802914,0.8748139719706282
2017-02-03,0.02973846479120528,0.02228442108381839,0.027553792030764808,5.022905377218001e-19,0.05840578973791144,0.8620175323563001
2017-03-06,0.04573934374904796,0.006060775470489737,0.041985102511420826,0.0019486877639054597,0.07083956699808869,0.8334265235070474
2017-04-04,0.05387123946326465,0.007287891358042002,0.0561195742050571,0.0,0.036287960588100396,0.8464333343855358
2017-05-08,0.04863241481216554,0.0032588374185389722,0.08896028705393333,0.0,0.03529374383956749,0.8238547168757947
2017-06-07,0.069195610734311,0.011307611547419534,0.07396922196740421,2.818925648462312e-18,0.03265925993897605,0.8128682958118892
2017-07-07,0.05580641039777728,0.007846204936479457,0.11560005164649015,1.4094628242311558e-17,0.04055067741325139,0.7801966556060017
2017-08-07,1.2414114874959026e-17,0.06272293588659784,0.1285966189106143,0.0,0.2526245602229554,0.5560558849798325
2017-09-06,0.03349834032779186,0.024732774350953706,0.14673344084258585,0.0,0.08471905016273634,0.7103163943159322
2017-10-05,1.214306433183765e-17,0.013956099812645182,0.14752410266870006,0.036611391101420865,0.27469312151273234,0.5272152849045015
2017-11-03,0.0,0.026852143866791814,0.1306136999825765,0.03799448526750621,0.2638334123781044,0.5407062585050211
2017-12-04,0.1045098589910745,0.0,0.06530663497846166,0.028889486853239704,0.017988692722237694,0.7833053264549865
2018-01-05,0.07909766712291125,0.004523822428181732,0.04774522830053032,0.045361377251374,0.011631807716509783,0.8116400971804929
2018-02-05,0.06752688517976149,0.035264710718797956,0.039165952194211,0.007760588806019336,0.010718443214244552,0.8395634198869657
2018-03-06,0.018120125869734386,0.07127545690272573,0.0,0.006433223876613843,0.04100184576480375,0.8631693475861223
2018-04-06,0.018821345490836985,0.054329477430071736,0.0,0.006218663143952057,0.03604196254755175,0.8845885513875875
2018-05-09,0.025039348257210565,0.05167244520711805,0.00107381355095666,0.0017351186520156866,0.011233168597997568,0.9092461057347015
2018-06-08,0.005605064547271653,0.04405532118798422,0.02993145674994489,0.0,0.07939339776472677,0.8410147597500724
2018-07-09,0.0,0.03785768308498037,0.04521328074650278,0.010575101779195007,0.06670138543102615,0.8396525489582957
2018-08-07,0.0,0.03191222906521187,0.04975366987300448,0.00021938543244198055,0.04220858322860151,0.8759061324007402
2018-09-06,0.0,0.03146568333231161,0.05139375874289134,0.0010623524330309361,0.04963852550485833,0.8664396799869077
2018-10-08,1.0842021724855044e-18,0.05223217753806242,5.421010862427522e-19,0.030319813228577797,0.08665316788013122,0.8307948413532286
2018-11-06,0.0,0.028442919672107943,0.03228276274493234,0.009297393962029133,0.07594755251050304,0.8540293711104276
2018-12-05,0.0,0.019000544017922522,0.03809714650656752,0.003010198825315243,0.06627672202503725,0.8736153886251575
2019-01-10,0.0,0.027241536463664822,0.020249191559973272,0.007580535679402654,0.0682790706346395,0.8766496656623197
2019-02-08,0.0,0.01655434452563975,0.03471372693647803,0.0018115912260419202,0.065143454788736,0.8817768825231043
2019-03-11,0.0,1.3877787807814454e-17,0.06960195258437556,1.3877787807814454e-17,0.07446288653099035,0.855935160884634
2019-04-09,6.93889390390723e-18,0.0,0.08355246827625536,8.673617379884037e-19,0.07714935617703675,0.8392981755467079
2019-05-14,0.0,1.2034644114589099e-17,0.10963816618477955,6.5052130349130266e-18,0.10328963848779572,0.7870721953274247
2019-06-17,0.0,2.862293735361732e-17,0.10025193953446075,2.6020852139652106e-18,0.07233207352260387,0.8274159869429353
2019-07-16,8.023096076392733e-18,0.06775399707857835,0.0622366212369546,0.025204048000724937,0.42088948534915505,0.42391584833458706
2019-08-14,0.0,0.05937661611740809,0.0585256601971962,0.03848164781826238,0.42194591445515245,0.42167016141198094
2019-09-13,0.0,0.056776331169311176,0.05965335066158959,0.038869989637434106,0.42453494904227124,0.420165379489394
2019-10-15,2.1575623232461538e-17,0.06491327527471473,0.07792723104957881,0.031094964278839125,0.41480988850058986,0.4112546408962775
2019-11-13,0.0,0.057438589444449996,0.09021183916183571,0.0377283647251321,0.3976722760748043,0.41694893059377786
2019-12-12,0.036096937851122925,0.035808587905660924,0.0,0.03109535728501279,0.10751483304169618,0.7894842839165072
2020-01-17,7.060866648311848e-18,0.028314142812262917,0.08896373035684686,0.06896237210851539,0.3708708333621061,0.4428889213602688
2020-02-17,0.010057367672732388,0.02129784263695197,0.07704294237095549,0.08142587227735192,0.3818228220335594,0.4283531530084488
2020-03-17,0.02541133320488272,0.0,9.75781955236954e-18,0.0,0.14218724724484416,0.8324014195502731
2020-04-17,0.02270121600067266,3.469446951953614e-18,0.0,0.0,0.1394409399861654,0.837857844013162
2020-05-20,0.018982433533539487,0.0,0.0,8.673617379884035e-19,0.15127717046279712,0.8297403960036633
2020-06-22,0.025923769017396424,0.0,1.6263032587282567e-18,1.3552527156068805e-18,0.14309734918148212,0.8309788818011214
2020-07-21,0.028905708594244423,0.0,0.0,3.9979955110402976e-19,0.13813724026687801,0.8329570511388776
2020-08-19,0.02620822914131455,0.0,0.0,0.0,0.14232195718592874,0.8314698136727567
2020-09-18,0.021792417439883627,0.0,4.336808689942018e-19,2.8189256484623115e-18,0.1357490985285877,0.8424584840315287
2020-10-19,0.01962860957887028,8.673617379884035e-19,0.0,4.336808689942018e-19,0.1415763715651053,0.8387950188560244
2020-11-17,0.015598502329164536,0.0027681331870030826,1.8973538018496324e-18,0.0,0.13271401533246768,0.8489193491513646
2020-12-16,0.014421560085069424,0.0032975144876223822,0.0,0.0,0.1282689026908725,0.8540120227364357
2021-01-21,0.017584227136248617,4.336808689942018e-19,0.0,0.0,0.13657784924237673,0.8458379236213747
2021-02-19,0.014572633851100929,1.951563910473908e-18,0.0,0.0,0.14522329653651198,0.8402040696123871
2021-03-22,0.0,0.02427090679744305,0.03868929265170216,0.0,0.07426961479747105,0.8627701857533838
2021-04-22,0.0015869283253534723,0.03686581046203415,0.02106955468651751,0.0036156488104192174,0.058349974706504694,0.8785120830091709
2021-05-25,0.021854578606055025,0.03506773266443961,0.0,0.005797244999487465,0.014258049650613325,0.9230223940794046
2021-06-24,0.016308440927999365,0.03875537774217862,0.0,8.131516293641283e-19,0.016038635817952736,0.9288975455118693
2021-07-23,0.005866356184206459,0.047211282596444526,0.005760551874194451,0.0,0.011690138674251888,0.9294716706709027
2021-08-23,0.0057289400434365504,0.04686119941917674,0.005303174577139757,0.0,0.00580771021177515,0.9362989757484719
2021-09-22,7.155734338404328e-18,0.08069680482659057,0.0,0.0,0.025131205716026145,0.8941719894573832
2021-10-21,0.0,0.07820528870732445,0.06418330459821259,0.009593108673792407,0.4122602640003534,0.43575803402031715
2021-11-19,0.0,0.11146060188799849,0.036758920107248225,0.007218046249751248,0.3988171558677334,0.44574527588726875
2021-12-20,1.301042606982605e-17,0.10337316719589197,0.02514551841853571,0.03019742345092633,0.39877567032000377,0.44250822061464207
2022-01-25,0.0,0.10968405971107753,0.06145761053531748,0.00733705528976894,0.40218824322955393,0.4193330312342822
2022-02-23,0.0,0.024107706944065107,0.012586631334193752,0.06410019450609446,0.10756137121120408,0.7916440960044425
2022-03-24,1.3877787807814457e-17,0.1275290454629991,0.0,0.05636124475950262,0.3282959098907369,0.48781379988676143
2022-04-26,6.938893903907228e-18,0.14859163786315885,1.0408340855860843e-17,0.04205707298061675,0.3324119788039176,0.4769393103523067
2022-05-26,8.673617379884035e-18,0.1711500734604841,0.0072392481511867335,0.021110554327126524,0.31594210043623405,0.4845580236249687
2022-06-28,0.0,0.131592711736874,0.038238141594838834,0.04483193286903445,0.3688932022738552,0.4164440115253976
2022-07-27,0.0,0.13779404461276848,0.04932477863390729,0.056194990947094244,0.35536920913525893,0.40131697667097094
2022-08-25,0.0,0.12948954629440068,0.03287700298178212,0.0888919948428273,0.3434311436801287,0.4053103122008613
2022-09-27,1.0408340855860843e-17,0.10849575762625031,0.04483628666256058,0.09775833040396995,0.3119356037538833,0.436974021553336
2022-10-26,3.5561831257524545e-17,0.09993080486113735,0.07743521881041975,0.09952364114500727,0.2885319049520174,0.4345784302314183
2022-11-24,5.2909066017292616e-17,0.11620487821682152,0.08173644439458849,0.09070816912937697,0.28167300984142113,0.4296774984177919
2022-12-23,4.174178364069192e-18,0.0737217127342597,0.16934182870708298,0.09759332942059949,0.3133368208131116,0.3460063083249464
2023-01-26,6.938893903907228e-18,0.08117221818875192,0.17758553768363258,0.1073301600165718,0.2987777937068401,0.3351342904042037
2023-02-24,0.0,0.08914962560495855,0.18643701556514572,0.10529146742664165,0.29646337042292376,0.3226585209803302
2023-03-27,0.0,0.11275710812964694,0.17452278649297867,0.12959249789908622,0.2708068242405531,0.312320783237735
2023-04-27,0.0,0.12120490008295792,0.19479115817020626,0.15846211297490626,0.24957986288704534,0.27596196588488436
2023-05-31,0.0,0.12576776152304978,0.1962743438371745,0.16993571819262765,0.2450397925106982,0.2629823839364498
2023-06-29,0.0,0.13314318490948593,0.1806460386508296,0.17486434260625575,0.2384284914891197,0.2729179423443091
2023-07-28,0.0,0.12954924093657713,0.17971497635298467,0.1704594332980827,0.24373503559594425,0.2765413138164114
2023-08-29,0.0,0.12159858156793894,0.1784435474357597,0.15075315164835068,0.25789547477820424,0.2913092445697466
2023-09-27,0.0,0.12323563573945612,0.16403593063125307,0.12804585964843915,0.2744258024127566,0.31025677156809495
2023-10-26,2.7755575615628914e-17,0.12797864376158222,0.1396308394913297,0.12311701862125352,0.28488143469284744,0.32439206343298715
2023-11-24,0.0,0.1339559797236699,0.13784014743108133,0.13684632706858324,0.27936632976408554,0.31199121601258006
2023-12-27,0.03256320851005483,0.10245647327542243,0.137363201745801,0.12110351386178445,0.27678107935928337,0.329732523247654
2024-01-26,0.06325707185529948,0.09471857913244014,0.11502296685878607,0.1128945022168587,0.284961020890305,0.3291458590463106
2024-02-26,0.07342837374686856,0.09541047875851554,0.11105374726858405,0.11156635605564025,0.2755735496513398,0.33296749451905183
2024-03-26,0.09161981732319527,0.09744181714169373,0.0826984398425768,0.09022481310233563,0.2940351812428673,0.3439799313473314
2024-04-26,0.0926264399793042,0.09476361632531202,0.06334962285982912,0.09316841682100259,0.3116153885772818,0.3444765154372702
2024-05-30,0.09648496658868558,0.08844849586306025,0.041375799271963956,0.08763671029816589,0.3261226061268879,0.3599314218512364
2024-06-28,0.06551449309635263,0.08165288101408759,0.06811007186985552,0.07238708005092777,0.321344026497828,0.3909914474709486
2024-07-29,0.05552978675550195,0.10313163638950149,0.05839019814610176,0.07688168261291621,0.3157578086760752,0.3903088874199033
2024-08-28,0.0,0.13948139870068313,0.04956300336244877,0.08349388235502654,0.29653294445481126,0.43092877112703043
2024-09-26,0.0,0.15226666451851922,0.04728721560994369,0.08408645541008757,0.29483752201451213,0.4215221424469375
2024-10-25,0.0,0.16608685740234808,0.056518971105923015,0.056838601260173725,0.2785974270095953,0.44195814322196
2024-11-25,0.0,0.1309351115169065,0.0760707719350589,0.029962509004037553,0.2839182624544753,0.4791133450895218
2024-12-27,0.01702169798473605,0.10680348450753487,0.06963025937097336,0.015324808008401112,0.3300087427569877,0.4612110073713669
2025-01-29,0.0,0.12792286846212517,0.06698894516436679,0.022479538694610557,0.31918710230751013,0.4634215453713874
2025-02-27,0.0,0.13328805127671597,0.05030266122971584,0.024678878121907978,0.34048796975278073,0.45124243961887944
2025-03-28,0.045152241813409745,0.03731354418606736,0.03773575133337345,0.03622311915531537,0.14798718656420543,0.6955881569476288
2025-04-30,0.0,0.03740486965440906,0.015624490416189261,0.04950518040441215,0.04715083845752554,0.850314621067464
2025-06-03,0.006233770228452302,0.05815614999175354,0.017566271315626165,0.03291332721248523,0.025458600813710434,0.8596718804379724
2025-07-02,0.008856391957694084,0.05720656351623354,0.009309831055849873,0.035432005803721044,0.02694105265182538,0.8622541550146762
2025-07-31,1.0842021724855044e-17,0.049247167018283265,2.168404344971009e-19,0.06184204684226758,0.04252156478271458,0.8463892213567346
2025-09-01,0.0,0.02888963738098719,0.0,0.08304997254354769,0.06894918861630121,0.8191112014591639
2025-09-30,8.673617379884035e-19,0.0325510279877578,0.0,0.07929258728532342,0.06259860629445482,0.825557778432464
2025-10-30,0.0,0.04514665725124655,1.7347234759768075e-18,0.06101799772419023,0.06081548186454696,0.8330198631600163
2025-11-28,0.0,0.02411139696113459,3.2526065174565133e-19,0.08940558810029035,0.08008534300490577,0.8063976719336693
